type,clientid,EventProcessedUtcTime,anon_mac,probe_count,avg_rssi
DENS,Dens09,2018-03-31T02:14:12.8544002Z,fc761a,1,-82.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,7b0d17,1,-86.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,95bc23,5,-85.60
DENS,Dens09,2018-03-31T02:14:12.8544002Z,512c46,3,-87.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,947b25,1,-83.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,6def31,3,-87.33
DENS,Dens09,2018-03-31T02:14:12.8544002Z,43b37f,1,-83.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,8faad1,1,-91.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,a924ec,2,-81.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,b7691c,1,-88.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,a3f2f3,3,-78.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,4db02b,1,-96.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,b449d9,2,-84.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,b8c733,1,-90.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,31fa05,1,-90.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,e44be4,34,-78.12
DENS,Dens09,2018-03-31T02:14:12.8544002Z,d6c1ea,1,-93.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,4083ab,3,-94.33
DENS,Dens09,2018-03-31T02:14:12.8544002Z,18f86a,4,-86.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,89bc85,2,-94.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,25fa93,1,-82.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,bb2d74,3,-94.33
DENS,Dens09,2018-03-31T02:14:12.8544002Z,0b4b1f,1,-73.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,0ebff6,2,-90.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,bad6ab,1,-96.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,cdc2a8,1,-97.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,c1c4ac,1,-90.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,26e5b6,1,-85.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,9225c0,1,-93.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,d9ac2f,1,-89.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,d97476,1,-93.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,215359,1,-93.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,3dae2e,1,-93.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,cc0ff7,1,-84.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,6a581e,2,-91.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,79f2c0,1,-91.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,edaf56,1,-89.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,2dbc11,1,-88.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,c30360,2,-79.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,3a60a7,1,-89.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,cf1891,2,-90.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,490e68,3,-80.33
DENS,Dens09,2018-03-31T02:14:12.8544002Z,7789de,1,-94.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,4e2d57,1,-92.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,f1f884,1,-90.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,95dde7,1,-89.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,3dff92,2,-83.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,ab1f1e,6,-87.67
DENS,Dens09,2018-03-31T02:14:12.8544002Z,8b9382,1,-79.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,fdf039,1,-94.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,2bb29e,1,-79.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,fd60f0,2,-90.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,67fc2e,2,-81.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,4b5a4c,2,-87.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,bafce7,1,-92.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,f1167f,1,-83.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,692e43,1,-94.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,280a45,3,-78.33
DENS,Dens09,2018-03-31T02:14:12.8544002Z,f9e6dc,1,-85.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,b9d9c8,2,-84.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,5d6630,1,-92.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,a0ff1d,1,-90.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,efc974,1,-87.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,223dd8,1,-86.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,4fb8f1,2,-82.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,2e4539,2,-81.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,e1db1e,1,-91.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,47a61b,4,-86.25
DENS,Dens09,2018-03-31T02:14:12.8544002Z,6b731b,2,-78.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,3468e0,1,-87.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,543ada,1,-73.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,96eb13,1,-90.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,6f6ee9,3,-81.67
DENS,Dens09,2018-03-31T02:14:12.8544002Z,3390fd,2,-90.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,edaaa3,1,-87.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,1795c3,4,-88.25
DENS,Dens09,2018-03-31T02:14:12.8544002Z,5d1f12,1,-79.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,ccdb6c,3,-94.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,652f3d,1,-91.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,ac1665,1,-79.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,b1ff9d,2,-88.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,c0cad4,2,-85.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,42a1e8,1,-85.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,39a243,2,-87.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,bce684,1,-84.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,fbfad8,1,-94.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,30d8f4,1,-89.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,57dfbb,1,-78.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,93161e,1,-90.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,4a60c9,1,-89.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,7c8d6a,1,-96.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,f06192,9,-70.67
DENS,Dens09,2018-03-31T02:14:12.8544002Z,1e728c,1,-87.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,fe4ea3,1,-89.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,8a15ac,2,-88.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,15668f,1,-87.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,2cceb3,1,-82.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,d1bfcf,1,-86.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,cb4927,2,-76.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,ab4b26,2,-87.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,752adb,2,-89.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,c7ea41,17,-67.53
DENS,Dens09,2018-03-31T02:14:12.8544002Z,cb2aec,2,-84.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,f31111,2,-84.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,22baa0,3,-83.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,e18f95,1,-95.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,d5d925,6,-84.17
DENS,Dens09,2018-03-31T02:14:12.8544002Z,d337fe,1,-90.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,a8495c,4,-88.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,13674b,1,-89.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,d14e29,1,-93.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,ce6b95,1,-90.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,da943d,2,-89.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,c06e97,1,-93.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,c90df2,3,-93.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,502118,2,-95.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,c59347,2,-86.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,73c1d9,3,-85.33
DENS,Dens09,2018-03-31T02:14:12.8544002Z,1ccdfe,1,-86.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,0607f8,1,-89.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,af7d16,2,-88.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,47027b,1,-92.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,286e30,1,-88.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,078f15,1,-90.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,445dd4,1,-86.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,8649d4,2,-81.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,16e288,2,-88.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,124b18,1,-89.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,ec00dc,1,-92.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,98774b,1,-86.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,7b11b0,2,-77.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,b4ad84,1,-92.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,2a5472,1,-91.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,2c451a,1,-88.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,a9e282,1,-91.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,fa8f75,1,-94.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,0728ca,3,-79.33
DENS,Dens09,2018-03-31T02:14:12.8544002Z,9a35dd,2,-84.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,d53e16,2,-91.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,5b7c7a,2,-86.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,c1518b,1,-91.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,cf501e,3,-91.33
DENS,Dens09,2018-03-31T02:14:12.8544002Z,de4c70,1,-92.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,9d3f0d,1,-91.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,ea0073,1,-79.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,15dd0d,2,-83.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,d57932,1,-93.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,5f3b8d,1,-88.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,06c043,1,-90.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,10aecc,1,-99.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,2079b7,1,-95.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,8ab8e1,2,-91.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,754cb2,1,-97.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,eb36dd,1,-94.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,24cb4d,3,-81.67
DENS,Dens09,2018-03-31T02:14:12.8544002Z,acf626,1,-81.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,b867df,2,-85.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,0ddbcb,1,-93.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,a84f32,2,-86.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,efb913,1,-91.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,1fffc8,2,-91.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,a697fb,1,-94.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,7ebbd2,1,-91.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,f31253,1,-89.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,8f16a6,1,-85.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,68ec77,1,-94.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,beaceb,2,-88.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,7e189b,2,-88.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,33e3de,1,-92.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,a1b07e,2,-87.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,8a7b05,3,-90.33
DENS,Dens09,2018-03-31T02:14:12.8544002Z,d35866,1,-94.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,0a81f6,1,-90.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,9fc07c,1,-89.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,bba33d,1,-94.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,c4096a,1,-91.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,160186,2,-80.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,81a245,2,-88.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,b5ef58,1,-85.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,c9b79a,2,-92.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,14b377,2,-77.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,7a201a,3,-81.67
DENS,Dens09,2018-03-31T02:14:12.8544002Z,1d3086,3,-78.33
DENS,Dens09,2018-03-31T02:14:12.8544002Z,dd5ab6,3,-80.33
DENS,Dens09,2018-03-31T02:14:12.8544002Z,d4d7df,1,-93.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,1d1f4b,1,-87.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,e38d15,3,-74.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,372946,1,-88.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,6f3aad,6,-88.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,c342e6,1,-83.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,31aaf4,2,-80.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,1ca1c6,2,-84.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,d6d9cb,1,-83.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,8c6ae6,1,-79.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,f22fc6,1,-92.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,4867a3,1,-94.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,2ef15b,2,-82.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,c121c5,1,-91.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,7d4909,3,-79.67
DENS,Dens09,2018-03-31T02:14:12.8544002Z,b49860,1,-89.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,d1911e,1,-95.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,ae4c0f,1,-93.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,96f811,2,-82.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,7526a9,1,-92.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,915916,10,-71.30
DENS,Dens09,2018-03-31T02:14:12.8544002Z,1bf5a7,1,-90.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,f9e21c,2,-92.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,81ada1,2,-71.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,aab12b,1,-91.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,61add2,2,-82.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,9b2d25,1,-94.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,96c711,1,-96.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,a0b995,1,-90.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,db540d,1,-90.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,23688d,2,-81.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,2dde13,1,-95.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,0e77ff,2,-84.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,734633,1,-91.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,07fd93,1,-89.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,a98c02,1,-92.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,a65583,1,-89.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,5b4a0a,1,-86.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,7e4ecf,1,-81.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,d3811b,8,-83.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,d37200,1,-95.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,4e5180,2,-90.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,90a631,1,-91.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,af2894,1,-91.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,99e3fc,1,-94.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,98d7ee,2,-88.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,5ed85e,1,-92.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,ed2b99,1,-94.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,0c0e3e,2,-83.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,d3a4ac,1,-96.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,894d4a,3,-87.67
DENS,Dens09,2018-03-31T02:14:12.8544002Z,080349,1,-92.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,d147d2,1,-92.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,23e508,1,-92.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,59ebc3,1,-88.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,1f7178,2,-90.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,ae6ca9,1,-89.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,3815ef,4,-88.75
DENS,Dens09,2018-03-31T02:14:12.8544002Z,b98122,4,-79.25
DENS,Dens09,2018-03-31T02:14:12.8544002Z,4b03de,1,-96.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,5736c0,1,-89.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,8210bb,1,-88.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,955901,1,-95.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,70b00e,3,-78.67
DENS,Dens09,2018-03-31T02:14:12.8544002Z,e076db,1,-85.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,e69376,1,-93.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,746cb6,18,-70.44
DENS,Dens09,2018-03-31T02:14:12.8544002Z,a59aea,2,-80.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,90ca5d,1,-91.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,e43101,1,-85.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,850bd9,9,-81.33
DENS,Dens09,2018-03-31T02:14:12.8544002Z,0b1020,1,-84.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,c1068a,3,-85.33
DENS,Dens09,2018-03-31T02:14:12.8544002Z,30f897,2,-91.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,22e1e4,2,-81.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,9fb837,1,-95.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,877e3f,3,-92.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,4128cf,3,-82.67
DENS,Dens09,2018-03-31T02:14:12.8544002Z,fc67f8,1,-90.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,ad97d5,1,-87.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,fd572c,2,-86.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,377116,2,-91.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,db90ee,4,-76.75
DENS,Dens09,2018-03-31T02:14:12.8544002Z,9dbb4a,2,-81.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,f3a162,1,-89.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,ef14ec,2,-87.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,431b2e,1,-86.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,033c3e,1,-83.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,4e8ddc,1,-95.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,a6b572,1,-86.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,17cde6,2,-92.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,6d7a17,1,-90.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,d8fd26,1,-91.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,8093fa,1,-97.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,203473,1,-93.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,d551d7,1,-88.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,0e88a2,1,-94.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,7395e3,2,-90.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,4f1887,1,-83.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,f6ebba,1,-99.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,208923,1,-92.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,04d2cf,1,-91.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,4e83f6,1,-84.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,a03d49,1,-95.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,7d3c39,2,-90.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,661e73,1,-87.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,d4415b,1,-95.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,4de662,1,-89.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,70e1f2,1,-94.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,ba8e28,1,-84.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,d1557b,2,-85.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,baff96,3,-88.67
DENS,Dens09,2018-03-31T02:14:12.8544002Z,6a05ea,2,-85.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,f18335,1,-95.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,f4a0cb,1,-92.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,e296cf,1,-91.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,85735e,2,-85.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,d7489f,2,-90.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,4676e6,1,-83.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,8fa4c5,3,-81.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,eebff9,2,-86.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,6d2e78,5,-72.40
DENS,Dens09,2018-03-31T02:14:12.8544002Z,0a84f7,1,-86.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,c22f9f,1,-91.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,e90f0c,1,-93.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,d3513b,3,-76.33
DENS,Dens09,2018-03-31T02:14:12.8544002Z,9953ef,2,-78.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,236a92,1,-88.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,e69d23,1,-91.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,1df8b5,2,-85.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,870db2,1,-90.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,0d9d14,1,-89.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,83468b,1,-93.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,f1b56d,1,-75.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,1caf71,1,-83.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,7e4606,9,-84.78
DENS,Dens09,2018-03-31T02:14:12.8544002Z,6f2123,2,-82.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,17d313,1,-80.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,7233f8,1,-96.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,a3a04a,4,-76.25
DENS,Dens09,2018-03-31T02:14:12.8544002Z,456f74,1,-84.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,848029,1,-95.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,8a211f,2,-87.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,1731e1,16,-82.25
DENS,Dens09,2018-03-31T02:14:12.8544002Z,eb727c,1,-83.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,0883f3,1,-81.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,e6d885,1,-96.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,bf2ace,1,-94.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,350062,1,-91.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,5fb4a0,2,-86.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,5a2f24,1,-91.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,c76674,1,-90.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,c4506f,2,-85.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,083ad5,1,-87.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,452b66,1,-91.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,7ecd3d,1,-86.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,a5e75d,1,-85.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,219e12,2,-80.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,63d62a,1,-86.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,81a619,1,-91.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,3baad8,2,-82.50
DENS,Dens09,2018-03-31T02:14:12.8544002Z,86179e,2,-92.00
DENS,Dens09,2018-03-31T02:14:12.8544002Z,00a256,1,-97.00
